0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.498235	0.492894	0.492894	0.489724	0.489553	
0.489553	0.489553	0.489553	0.489553	0.486297	0.486297	0.475557	0.475557	0.467442	0.467442	0.451329	0.451329	0.451329	0.437017	0.437017	0.433475	0.433247	0.427876	0.427876	0.427876	
0.427876	0.427876	0.427876	0.427876	0.427876	0.392477	0.334974	0.317919	0.317919	0.312776	0.299093	0.297636	0.29298	0.29298	0.29298	0.29298	0.288295	0.288295	0.288295	0.277212	
0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	
0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	
0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	
0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	
0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	
0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	
0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	0.277212	
