0.649753	0.636778	0.613109	0.600947	0.592108	0.581998	0.569841	0.560009	0.552346	0.549397	0.545103	0.540667	0.532428	0.530198	0.525664	0.524234	0.519715	0.513933	0.50743	0.500724	
0.604789	0.584087	0.558878	0.530796	0.511589	0.498835	0.492024	0.489884	0.485708	0.482099	0.479227	0.473075	0.468628	0.462557	0.458102	0.453694	0.448253	0.445286	0.442572	0.440071	
0.620763	0.579602	0.560103	0.526317	0.497788	0.475978	0.463181	0.428955	0.398058	0.355165	0.325799	0.31864	0.314031	0.305438	0.303314	0.300749	0.302197	0.29877	0.29609	0.295786	
0.600206	0.562345	0.536298	0.521571	0.511329	0.485181	0.484542	0.480374	0.476422	0.471205	0.468291	0.45648	0.445984	0.436313	0.433209	0.422038	0.402547	0.398678	0.394726	0.393984	
0.636381	0.589218	0.557121	0.513702	0.504406	0.494677	0.474983	0.465674	0.454193	0.441255	0.43558	0.428047	0.419532	0.411806	0.405276	0.401847	0.400083	0.397245	0.394621	0.389736	
0.627489	0.610815	0.577503	0.542224	0.526792	0.514637	0.495462	0.483339	0.466713	0.450692	0.438771	0.430385	0.427018	0.425552	0.421725	0.414893	0.41152	0.405432	0.402916	0.400937	
0.624971	0.593373	0.5666	0.542935	0.521276	0.508533	0.499318	0.492129	0.486727	0.485952	0.483208	0.480411	0.476662	0.473779	0.468225	0.465386	0.459146	0.457362	0.453765	0.457571	
0.596966	0.56226	0.531769	0.474936	0.45248	0.43266	0.417046	0.411176	0.401976	0.396318	0.394614	0.389932	0.388835	0.388472	0.385529	0.384924	0.38347	0.379407	0.377257	0.374393	
0.634068	0.587117	0.570377	0.558928	0.551721	0.546307	0.541268	0.534649	0.530105	0.526945	0.522503	0.515033	0.514743	0.508156	0.502759	0.495606	0.489244	0.480461	0.475713	0.468607	
0.637871	0.603171	0.592019	0.578555	0.571151	0.561262	0.552759	0.544929	0.537506	0.532198	0.521153	0.513596	0.507549	0.497424	0.496356	0.487437	0.481397	0.470456	0.460345	0.454033	
